action,month,day,hour,count,sum,avg,std,step
TRANSFER,0,5,10,10,30880204.01,3088020.40,382468.40,130
CASH_OUT,0,5,10,10,30880204.01,3088020.40,382468.40,130
TRANSFER,0,5,11,15,44546369.54,2969757.97,299527.75,131
CASH_OUT,0,5,11,15,44546369.54,2969757.97,299527.75,131
CASH_IN,0,5,12,12,2060861.63,171738.47,24156.52,132
PAYMENT,0,5,12,5,53639.75,10727.95,3680.02,132
DEBIT,0,5,12,9,82248.72,9138.75,2304.22,132
TRANSFER,0,5,12,10,28429359.99,2842936.00,322887.26,132
CASH_OUT,0,5,12,15,29110953.02,1940730.20,409512.26,132
CASH_IN,0,5,13,8101,1171674208.04,144633.28,895.86,133
PAYMENT,0,5,13,5078,50689410.18,9982.16,79.51,133
DEBIT,0,5,13,946,4712122.72,4981.10,123.57,133
TRANSFER,0,5,13,1246,557847052.73,447710.32,9815.53,133
CASH_OUT,0,5,13,5986,828319138.70,138376.07,1796.90,133
CASH_IN,0,5,14,18954,2702502028.27,142582.15,586.76,134
PAYMENT,0,5,14,10718,103649895.57,9670.64,53.44,134
DEBIT,0,5,14,2252,12530702.31,5564.26,86.71,134
TRANSFER,0,5,14,2850,1303786660.45,457469.00,6173.77,134
CASH_OUT,0,5,14,12192,1639604729.96,134482.02,1060.13,134
CASH_IN,0,5,15,16387,2344334443.62,143060.62,632.76,135
PAYMENT,0,5,15,9662,84624227.44,8758.46,50.52,135
DEBIT,0,5,15,1942,10783601.24,5552.83,89.81,135
TRANSFER,0,5,15,2496,1182686937.20,473832.91,6598.84,135
CASH_OUT,0,5,15,10779,1429823042.83,132648.95,918.65,135
CASH_IN,0,5,16,29199,4141732983.13,141845.03,465.17,136
PAYMENT,0,5,16,17192,145794453.45,8480.37,36.80,136
DEBIT,0,5,16,3480,18261180.87,5247.47,66.44,136
TRANSFER,0,5,16,4412,1827513926.85,414214.40,4235.99,136
CASH_OUT,0,5,16,18998,2451961211.89,129064.18,666.78,136
CASH_IN,0,5,17,31055,4338080301.74,139690.24,447.05,137
PAYMENT,0,5,17,19013,166625199.05,8763.75,36.13,137
DEBIT,0,5,17,3750,20217151.16,5391.24,64.21,137
TRANSFER,0,5,17,4892,2004509752.66,409752.61,3722.94,137
CASH_OUT,0,5,17,20681,2573823322.28,124453.52,529.66,137
CASH_IN,0,5,18,26015,3577107923.00,137501.75,478.52,138
PAYMENT,0,5,18,15821,133049613.88,8409.68,37.92,138
DEBIT,0,5,18,3064,15157662.11,4947.02,67.51,138
TRANSFER,0,5,18,4386,1922008527.63,438214.44,4490.20,138
CASH_OUT,0,5,18,17780,2203796285.17,123948.05,734.57,138
CASH_IN,0,5,19,53878,7456521613.45,138396.41,338.54,139
PAYMENT,0,5,19,35037,278144658.20,7938.60,23.83,139
DEBIT,0,5,19,6752,37814672.20,5600.51,48.61,139
TRANSFER,0,5,19,8713,4168458252.97,478418.25,3232.38,139
CASH_OUT,0,5,19,36766,4571957523.05,124352.87,397.16,139
CASH_IN,0,5,20,40402,5584530528.36,138224.11,389.01,140
PAYMENT,0,5,20,27130,213293904.52,7861.92,26.51,140
DEBIT,0,5,20,5279,27013898.21,5117.24,52.35,140
TRANSFER,0,5,20,6947,3306684088.48,475987.35,3533.40,140
CASH_OUT,0,5,20,27022,3538166165.33,130936.50,486.75,140
CASH_IN,0,5,21,32544,4437960541.58,136368.01,430.37,141
PAYMENT,0,5,21,22285,174817848.83,7844.64,29.42,141
DEBIT,0,5,21,4084,20849998.71,5105.29,59.35,141
TRANSFER,0,5,21,5516,2742648682.81,497216.95,4431.33,141
CASH_OUT,0,5,21,20895,2770608295.54,132596.71,662.02,141
CASH_IN,0,5,22,25409,3490252889.82,137362.86,487.77,142
PAYMENT,0,5,22,18738,147553847.52,7874.58,31.79,142
DEBIT,0,5,22,3433,19223744.98,5599.69,69.53,142
TRANSFER,0,5,22,4493,1932746992.77,430168.48,4217.61,142
CASH_OUT,0,5,22,16857,2238424888.59,132789.04,718.32,142
CASH_IN,0,5,23,16119,2225723135.14,138080.72,613.25,143
PAYMENT,0,5,23,13026,93536593.78,7180.76,35.93,143
DEBIT,0,5,23,2269,11631178.47,5126.13,81.90,143
TRANSFER,0,5,23,2684,1139662413.19,424613.42,6060.18,143
CASH_OUT,0,5,23,10191,1352363821.02,132701.78,1217.04,143
CASH_IN,0,6,0,7340,1015323791.41,138327.49,913.76,144
PAYMENT,0,6,0,6288,48132508.85,7654.66,53.74,144
DEBIT,0,6,0,967,6337796.03,6554.08,154.24,144
TRANSFER,0,6,0,1204,506932712.90,421040.46,11497.23,144
CASH_OUT,0,6,0,5557,758266254.26,136452.45,2379.00,144
CASH_IN,0,6,1,1997,269400216.82,134902.46,1708.57,145
PAYMENT,0,6,1,1740,12274039.06,7054.05,97.39,145
DEBIT,0,6,1,328,1634604.47,4983.55,209.33,145
TRANSFER,0,6,1,339,135388934.64,399377.39,20360.06,145
CASH_OUT,0,6,1,1691,230975309.06,136590.96,4046.61,145
CASH_IN,0,6,2,675,95549715.71,141555.13,3075.85,146
PAYMENT,0,6,2,610,4186564.90,6863.22,153.46,146
DEBIT,0,6,2,131,614767.98,4692.89,308.98,146
TRANSFER,0,6,2,80,54019866.07,675248.33,111059.72,146
CASH_OUT,0,6,2,626,104618638.02,167122.42,15523.50,146
CASH_IN,0,6,3,183,28248309.58,154362.35,6283.55,147
PAYMENT,0,6,3,83,584768.70,7045.41,481.13,147
DEBIT,0,6,3,41,224253.40,5469.60,685.30,147
TRANSFER,0,6,3,13,34983321.43,2691024.73,590164.44,147
CASH_OUT,0,6,3,230,63118685.05,274429.07,49961.14,147
TRANSFER,0,6,4,13,34890076.14,2683852.01,277293.41,148
CASH_OUT,0,6,4,13,34890076.14,2683852.01,277293.41,148
TRANSFER,0,6,5,11,26604096.42,2418554.22,360032.91,149
CASH_OUT,0,6,5,11,26604096.42,2418554.22,360032.91,149
TRANSFER,0,6,6,16,52427068.02,3276691.75,262942.49,150
CASH_OUT,0,6,6,16,52427068.02,3276691.75,262942.49,150
TRANSFER,0,6,7,7,23039570.39,3291367.20,283912.97,151
CASH_OUT,0,6,7,7,23039570.39,3291367.20,283912.97,151
TRANSFER,0,6,8,11,28686747.28,2607886.12,416756.92,152
CASH_OUT,0,6,8,11,28686747.28,2607886.12,416756.92,152
TRANSFER,0,6,9,9,21791737.98,2421304.22,461653.03,153
CASH_OUT,0,6,9,9,21791737.98,2421304.22,461653.03,153
TRANSFER,0,6,10,16,54710100.97,3419381.31,268244.68,154
CASH_OUT,0,6,10,16,54710100.97,3419381.31,268244.68,154
CASH_IN,0,6,11,4311,609426949.34,141365.56,1216.34,155
PAYMENT,0,6,11,3165,25622119.67,8095.46,79.10,155
DEBIT,0,6,11,541,2898243.71,5357.20,173.50,155
TRANSFER,0,6,11,704,306344984.53,435149.13,13379.27,155
CASH_OUT,0,6,11,3401,477909974.75,140520.43,2585.65,155
TRANSFER,0,6,12,15,41212111.47,2747474.10,305607.38,156
CASH_OUT,0,6,12,14,41212091.47,2943720.82,245888.16,156
CASH_IN,0,6,13,12894,1843877631.38,143002.76,711.26,157
PAYMENT,0,6,13,8953,71105986.44,7942.14,47.63,157
DEBIT,0,6,13,1614,10181179.86,6308.04,108.62,157
TRANSFER,0,6,13,2406,1000278715.68,415743.44,5734.30,157
CASH_OUT,0,6,13,9620,1294840203.20,134598.77,999.71,157
CASH_IN,0,6,14,17358,2479869409.74,142866.08,610.48,158
PAYMENT,0,6,14,11409,90425151.80,7925.77,41.82,158
DEBIT,0,6,14,2264,13627863.77,6019.37,91.69,158
TRANSFER,0,6,14,2821,1218106454.78,431799.52,5715.19,158
CASH_OUT,0,6,14,12841,1706561009.32,132899.39,955.22,158
CASH_IN,0,6,15,18805,2622402122.95,139452.39,577.17,159
PAYMENT,0,6,15,13131,106724794.27,8127.70,39.87,159
DEBIT,0,6,15,2373,15396427.73,6488.17,94.94,159
TRANSFER,0,6,15,3126,1346099605.33,430614.08,5687.38,159
CASH_OUT,0,6,15,14156,1851320632.54,130779.93,975.68,159
CASH_IN,0,6,16,20041,2856981405.40,142556.83,562.16,160
PAYMENT,0,6,16,13305,107372878.03,8070.11,39.64,160
DEBIT,0,6,16,2552,16934718.86,6635.86,92.60,160
TRANSFER,0,6,16,3427,1425090079.77,415841.87,4632.81,160
CASH_OUT,0,6,16,14643,1858980906.31,126953.56,692.65,160
CASH_IN,0,6,17,31765,4483425666.49,141143.58,446.58,161
PAYMENT,0,6,17,20895,165473505.47,7919.29,31.11,161
DEBIT,0,6,17,3944,30616367.60,7762.77,82.53,161
TRANSFER,0,6,17,5572,2643612334.56,474445.86,4284.45,161
CASH_OUT,0,6,17,23213,2958583088.40,127453.72,619.15,161
CASH_IN,0,6,18,38833,5425991535.82,139726.30,403.97,162
PAYMENT,0,6,18,26780,215229779.56,8036.96,27.95,162
DEBIT,0,6,18,5004,30765941.76,6148.27,60.89,162
TRANSFER,0,6,18,7200,3510315628.48,487543.84,3807.01,162
CASH_OUT,0,6,18,28047,3448129722.85,122941.12,440.86,162
CASH_IN,0,6,19,42959,5946626389.06,138425.62,377.64,163
PAYMENT,0,6,19,28837,231471061.02,8026.88,27.08,163
DEBIT,0,6,19,5427,43869082.43,8083.49,76.05,163
TRANSFER,0,6,19,7794,4822346222.50,618725.46,4796.43,163
CASH_OUT,0,6,19,30430,3818773967.46,125493.72,521.12,163
CASH_IN,0,6,20,41973,5715098272.91,136161.30,378.14,164
PAYMENT,0,6,20,29042,246438526.08,8485.59,28.36,164
DEBIT,0,6,20,5340,30058673.53,5628.97,56.31,164
TRANSFER,0,6,20,7401,5705075319.34,770851.96,6173.42,164
CASH_OUT,0,6,20,28640,3685030987.86,128667.28,481.50,164
CASH_IN,0,6,21,32229,4406113178.20,136712.69,433.03,165
PAYMENT,0,6,21,22422,192933072.58,8604.63,32.90,165
DEBIT,0,6,21,4002,24544894.82,6133.16,72.01,165
TRANSFER,0,6,21,5782,3822979785.04,661186.40,6096.44,165
CASH_OUT,0,6,21,21305,2725715720.06,127937.84,674.61,165
CASH_IN,0,6,22,25272,3495842889.28,138328.70,491.63,166
PAYMENT,0,6,22,18141,157406824.52,8676.85,37.29,166
DEBIT,0,6,22,3359,19944384.46,5937.60,73.50,166
TRANSFER,0,6,22,4169,3014297036.59,723026.39,7942.13,166
CASH_OUT,0,6,22,16403,2131529227.29,129947.52,854.93,166
CASH_IN,0,6,23,16775,2333319992.15,139095.08,612.18,167
PAYMENT,0,6,23,13043,110049289.42,8437.42,43.45,167
DEBIT,0,6,23,2303,13697569.91,5947.71,87.94,167
TRANSFER,0,6,23,2922,2098138914.88,718048.91,9543.14,167
CASH_OUT,0,6,23,10464,1378007798.72,131690.35,1279.16,167
CASH_IN,0,7,0,7808,1083105236.98,138717.37,893.69,168
PAYMENT,0,7,0,6594,51440906.40,7801.17,56.58,168
DEBIT,0,7,0,1089,5327590.37,4892.19,109.71,168
TRANSFER,0,7,0,1270,765780905.73,602977.09,12800.62,168
CASH_OUT,0,7,0,5654,742819819.14,131379.52,1706.72,168
CASH_IN,0,7,1,2459,342005395.20,139083.12,1604.45,169
PAYMENT,0,7,1,2216,17563438.83,7925.74,94.61,169
DEBIT,0,7,1,361,1318877.31,3653.40,177.89,169
TRANSFER,0,7,1,445,448971463.61,1008924.64,35207.14,169
CASH_OUT,0,7,1,2098,287622262.73,137093.55,4304.98,169
CASH_IN,0,7,2,972,136919456.03,140863.64,2566.86,170
PAYMENT,0,7,2,844,6432014.87,7620.87,154.74,170
DEBIT,0,7,2,134,464864.04,3469.13,275.18,170
TRANSFER,0,7,2,116,68094426.98,587020.92,85754.77,170
CASH_OUT,0,7,2,637,112668522.00,176873.66,16774.13,170
TRANSFER,0,7,3,13,37071578.97,2851659.92,404224.82,171
CASH_OUT,0,7,3,12,37071558.97,3089296.58,348784.97,171
TRANSFER,0,7,4,4,9659277.25,2414819.31,430366.99,172
CASH_OUT,0,7,4,4,9659277.25,2414819.31,430366.99,172
TRANSFER,0,7,5,15,50857951.87,3390530.12,212439.25,173
CASH_OUT,0,7,5,15,50857951.87,3390530.12,212439.25,173
TRANSFER,0,7,6,7,22731973.43,3247424.78,472246.50,174
CASH_OUT,0,7,6,7,22731973.43,3247424.78,472246.50,174
TRANSFER,0,7,7,9,24200469.23,2688941.03,325145.04,175
CASH_OUT,0,7,7,9,24200469.23,2688941.03,325145.04,175
TRANSFER,0,7,8,7,24322737.63,3474676.80,389834.06,176
CASH_OUT,0,7,8,7,24322737.63,3474676.80,389834.06,176
TRANSFER,0,7,9,4,11295273.78,2823818.45,1097622.97,177
CASH_OUT,0,7,9,3,11295253.78,3765084.59,229783.66,177
TRANSFER,0,7,10,7,29881824.72,4268832.10,644374.39,178
CASH_OUT,0,7,10,7,29881824.72,4268832.10,644374.39,178
TRANSFER,0,7,11,9,28769709.01,3196634.33,301694.63,179
CASH_OUT,0,7,11,9,28769709.01,3196634.33,301694.63,179
TRANSFER,0,7,12,12,32896752.14,2741396.01,340637.71,180
CASH_OUT,0,7,12,12,32896752.14,2741396.01,340637.71,180
CASH_IN,0,7,13,8614,1208535045.60,140298.94,861.44,181
PAYMENT,0,7,13,5627,52926592.42,9405.83,71.80,181
DEBIT,0,7,13,1054,6485491.85,6153.22,136.50,181
TRANSFER,0,7,13,1394,876244362.40,628582.76,11586.16,181
CASH_OUT,0,7,13,6759,891856024.36,131950.88,1164.79,181
CASH_IN,0,7,14,20444,2922565654.96,142954.69,565.21,182
PAYMENT,0,7,14,13325,112730450.35,8460.07,42.44,182
DEBIT,0,7,14,2489,17918579.61,7199.11,98.41,182
TRANSFER,0,7,14,3474,2800595869.36,806158.86,9674.14,182
CASH_OUT,0,7,14,14280,1863905075.51,130525.57,826.15,182
CASH_IN,0,7,15,22208,3143131668.40,141531.51,537.88,183
PAYMENT,0,7,15,13989,119713831.23,8557.71,42.12,183
DEBIT,0,7,15,2631,22260624.76,8460.90,115.60,183
TRANSFER,0,7,15,3691,2600492617.39,704549.61,8330.41,183
CASH_OUT,0,7,15,15189,1948681183.18,128295.55,911.31,183
CASH_IN,0,7,16,24864,3531543764.04,142034.42,509.58,184
PAYMENT,0,7,16,15216,129579663.35,8516.01,40.06,184
DEBIT,0,7,16,2888,28494755.66,9866.61,125.08,184
TRANSFER,0,7,16,4159,3716391294.47,893578.09,10024.83,184
CASH_OUT,0,7,16,17555,2246440603.49,127965.86,840.05,184
CASH_IN,0,7,17,34662,4905603861.19,141526.86,431.20,185
PAYMENT,0,7,17,21892,180908326.38,8263.67,32.58,185
DEBIT,0,7,17,4207,39236816.54,9326.55,96.69,185
TRANSFER,0,7,17,5782,4650857566.85,804368.31,7414.31,185
CASH_OUT,0,7,17,23189,2874301389.96,123951.07,520.77,185
CASH_IN,0,7,18,42203,5927862011.75,140460.68,387.00,186
PAYMENT,0,7,18,26994,211829251.54,7847.27,28.34,186
DEBIT,0,7,18,5222,34837124.90,6671.22,67.69,186
TRANSFER,0,7,18,7133,5822085412.08,816218.34,6863.53,186
CASH_OUT,0,7,18,28217,3442634906.11,122005.70,513.40,186
CASH_IN,0,7,19,47545,6655047845.94,139973.66,364.77,187
PAYMENT,0,7,19,29599,208956590.22,7059.58,24.07,187
DEBIT,0,7,19,5957,39884685.34,6695.43,63.27,187
TRANSFER,0,7,19,7997,6836737687.64,854912.80,6587.12,187
CASH_OUT,0,7,19,30835,3751150289.30,121652.35,414.60,187
CASH_IN,0,7,20,42862,5916807124.36,138043.19,376.93,188
PAYMENT,0,7,20,28562,207024833.32,7248.26,25.03,188
DEBIT,0,7,20,5375,36732302.27,6833.92,67.37,188
TRANSFER,0,7,20,7363,6314846657.81,857645.89,7123.03,188
CASH_OUT,0,7,20,28395,3534120148.03,124462.76,582.31,188
CASH_IN,0,7,21,33704,4629464000.01,137356.52,427.82,189
PAYMENT,0,7,21,22961,165828390.35,7222.18,27.48,189
DEBIT,0,7,21,4389,27583639.95,6284.72,68.74,189
TRANSFER,0,7,21,5664,4690449650.97,828116.11,7713.00,189
CASH_OUT,0,7,21,21287,2631507513.07,123620.40,564.55,189
CASH_IN,0,7,22,26517,3670378224.75,138416.04,482.42,190
PAYMENT,0,7,22,19309,139144986.94,7206.22,30.12,190
DEBIT,0,7,22,3419,20264700.95,5927.08,74.86,190
TRANSFER,0,7,22,4362,4078982538.85,935117.50,10077.21,190
CASH_OUT,0,7,22,17392,2153480211.04,123820.16,787.80,190
CASH_IN,0,7,23,19281,2698209673.44,139941.38,573.48,191
PAYMENT,0,7,23,14884,104000071.65,6987.37,34.11,191
DEBIT,0,7,23,2509,16463343.97,6561.72,96.63,191
TRANSFER,0,7,23,2993,2923972906.55,976937.16,12638.70,191
CASH_OUT,0,7,23,12137,1517816307.26,125056.96,943.88,191
CASH_IN,0,8,0,8689,1225942824.40,141091.36,855.61,192
PAYMENT,0,8,0,7251,50875610.05,7016.36,49.07,192
DEBIT,0,8,0,1191,7482147.51,6282.24,128.91,192
TRANSFER,0,8,0,1304,885799092.20,679293.78,13810.05,192
CASH_OUT,0,8,0,6248,789832515.80,126413.65,1549.14,192
CASH_IN,0,8,1,3048,419408829.69,137601.32,1427.93,193
PAYMENT,0,8,1,2499,36668654.63,14673.33,185.57,193
DEBIT,0,8,1,443,2215995.18,5002.25,169.79,193
TRANSFER,0,8,1,490,318529090.62,650059.37,25717.23,193
CASH_OUT,0,8,1,2201,310659150.01,141144.55,5254.28,193
CASH_IN,0,8,2,903,126575101.79,140171.76,2721.99,194
PAYMENT,0,8,2,869,5810054.93,6685.91,130.83,194
DEBIT,0,8,2,184,736509.66,4002.77,258.29,194
TRANSFER,0,8,2,116,186852711.95,1610799.24,107688.11,194
CASH_OUT,0,8,2,681,105597377.56,155062.23,12206.98,194
CASH_IN,0,8,3,218,30537819.85,140081.74,5479.53,195
PAYMENT,0,8,3,110,850946.54,7735.88,449.13,195
DEBIT,0,8,3,36,148286.90,4119.08,659.31,195
TRANSFER,0,8,3,27,50670138.72,1876671.80,325644.51,195
CASH_OUT,0,8,3,211,70950641.11,336258.96,57351.59,195
TRANSFER,0,8,4,6,24439211.96,4073201.99,631010.52,196
CASH_OUT,0,8,4,6,24439211.96,4073201.99,631010.52,196
TRANSFER,0,8,5,14,49788688.86,3556334.92,292756.77,197
CASH_OUT,0,8,5,14,49788688.86,3556334.92,292756.77,197
TRANSFER,0,8,6,9,29360387.72,3262265.30,448468.13,198
CASH_OUT,0,8,6,9,29360387.72,3262265.30,448468.13,198
TRANSFER,0,8,7,12,39265252.69,3272104.39,317746.08,199
CASH_OUT,0,8,7,12,39265252.69,3272104.39,317746.08,199
TRANSFER,0,8,8,11,35369476.76,3215406.98,528046.17,200
CASH_OUT,0,8,8,10,35369466.76,3536946.68,451480.70,200
TRANSFER,0,8,9,16,55469795.59,3466862.22,284499.93,201
CASH_OUT,0,8,9,16,55469795.59,3466862.22,284499.93,201
TRANSFER,0,8,10,10,32241796.84,3224179.68,631898.21,202
CASH_OUT,0,8,10,10,32241796.84,3224179.68,631898.21,202
TRANSFER,0,8,11,11,38217087.97,3474280.72,433986.79,203
CASH_OUT,0,8,11,11,38217087.97,3474280.72,433986.79,203
CASH_IN,0,8,12,3883,548232193.89,141187.79,1262.56,204
PAYMENT,0,8,12,2594,19248065.08,7420.23,85.12,204
DEBIT,0,8,12,434,2076278.14,4784.05,182.63,204
TRANSFER,0,8,12,588,479717797.00,815846.59,27571.48,204
CASH_OUT,0,8,12,3316,459813868.22,138665.22,3825.37,204
CASH_IN,0,8,13,14072,1991577504.11,141527.68,670.66,205
PAYMENT,0,8,13,9056,69705521.84,7697.16,47.18,205
DEBIT,0,8,13,1748,14707113.90,8413.68,144.68,205
TRANSFER,0,8,13,2297,1903393142.09,828643.07,12411.83,205
CASH_OUT,0,8,13,10248,1287691127.67,125652.92,1420.73,205
CASH_IN,0,8,14,14145,1997499514.70,141215.94,666.91,206
PAYMENT,0,8,14,9299,71576962.67,7697.28,47.07,206
DEBIT,0,8,14,1785,13753930.84,7705.28,128.09,206
TRANSFER,0,8,14,2162,1717214800.25,794271.42,12480.24,206
CASH_OUT,0,8,14,10270,1276718958.72,124315.38,1035.35,206
CASH_IN,0,8,15,16329,2268759598.83,138940.51,620.80,207
PAYMENT,0,8,15,10673,87226187.61,8172.60,46.81,207
DEBIT,0,8,15,1995,20354862.27,10202.94,164.17,207
TRANSFER,0,8,15,2749,3091978373.34,1124764.78,15309.12,207
CASH_OUT,0,8,15,11272,1407102553.39,124831.67,1048.04,207
CASH_IN,0,8,16,22951,3235394665.31,140969.66,526.90,208
PAYMENT,0,8,16,14596,121375899.80,8315.70,41.37,208
DEBIT,0,8,16,2887,20503922.80,7102.16,95.42,208
TRANSFER,0,8,16,3556,3380541144.99,950658.36,11882.51,208
CASH_OUT,0,8,16,15520,1902964858.70,122613.72,1181.65,208
CASH_IN,0,8,17,23337,3252513682.22,139371.54,514.01,209
PAYMENT,0,8,17,14817,133899440.68,9036.88,44.52,209
DEBIT,0,8,17,2963,16872325.41,5694.34,78.09,209
TRANSFER,0,8,17,3813,3691715737.62,968191.91,11050.24,209
CASH_OUT,0,8,17,16075,1956909722.69,121736.22,676.84,209
CASH_IN,0,8,18,29056,4047172229.19,139288.69,465.44,210
PAYMENT,0,8,18,17820,169829932.85,9530.30,43.19,210
DEBIT,0,8,18,3523,24508594.91,6956.74,84.48,210
TRANSFER,0,8,18,4318,4592105314.83,1063479.69,11370.80,210
CASH_OUT,0,8,18,19957,2396386878.30,120077.51,664.29,210
CASH_IN,0,8,19,32749,4601732828.06,140515.22,440.12,211
PAYMENT,0,8,19,19900,218306246.52,10970.16,47.11,211
DEBIT,0,8,19,3875,31563467.88,8145.41,95.35,211
TRANSFER,0,8,19,5179,5870263325.45,1133474.29,11081.67,211
CASH_OUT,0,8,19,21521,2665649439.53,123862.71,627.09,211
CASH_IN,0,8,20,40558,5677689805.36,139989.39,396.27,212
PAYMENT,0,8,20,25341,285016880.65,11247.26,42.00,212
DEBIT,0,8,20,4800,36798139.02,7666.28,80.43,212
TRANSFER,0,8,20,6380,7785840135.95,1220351.12,10481.14,212
CASH_OUT,0,8,20,24798,3202088158.94,129126.87,608.84,212
CASH_IN,0,8,21,32928,4560228540.33,138490.91,438.53,213
PAYMENT,0,8,21,20912,220875372.03,10562.14,43.36,213
DEBIT,0,8,21,3902,29263776.20,7499.69,86.67,213
TRANSFER,0,8,21,4900,5468659875.21,1116053.04,11266.37,213
CASH_OUT,0,8,21,19325,2522614500.41,130536.33,838.11,213
CASH_IN,0,8,22,23965,3366742492.68,140485.81,517.09,214
PAYMENT,0,8,22,16322,150533636.62,9222.74,42.84,214
DEBIT,0,8,22,2892,24307454.08,8405.07,111.05,214
TRANSFER,0,8,22,3554,4265321849.64,1200146.83,13973.06,214
CASH_OUT,0,8,22,13974,1848331264.72,132269.30,1105.00,214
CASH_IN,0,8,23,17517,2466430564.01,140802.11,606.29,215
PAYMENT,0,8,23,12400,102302821.76,8250.23,43.40,215
DEBIT,0,8,23,2225,13673290.12,6145.30,96.05,215
TRANSFER,0,8,23,2675,2974076731.88,1111804.39,15202.13,215
CASH_OUT,0,8,23,10068,1349214550.58,134010.19,1406.29,215
CASH_IN,0,9,0,9463,1327477382.11,140280.82,827.47,216
PAYMENT,0,9,0,6916,54674643.60,7905.53,55.37,216
DEBIT,0,9,0,1209,5618301.86,4647.07,106.58,216
TRANSFER,0,9,0,1372,1341918163.53,978074.46,20155.13,216
CASH_OUT,0,9,0,5976,821652053.69,137491.98,2924.35,216
CASH_IN,0,9,1,6948,976835907.05,140592.39,959.06,217
PAYMENT,0,9,1,5330,42199491.09,7917.35,64.84,217
DEBIT,0,9,1,936,4447520.42,4751.62,116.57,217
TRANSFER,0,9,1,1059,1233483433.60,1164762.45,25350.25,217
CASH_OUT,0,9,1,4229,571349456.16,135102.73,2705.41,217
TRANSFER,0,9,2,7,23376297.89,3339471.13,337427.15,218
CASH_OUT,0,9,2,7,23376297.89,3339471.13,337427.15,218
TRANSFER,0,9,3,8,24861685.95,3107710.74,578780.93,219
CASH_OUT,0,9,3,7,24861635.95,3551662.28,386478.94,219
TRANSFER,0,9,4,5,15967439.34,3193487.87,466067.07,220
CASH_OUT,0,9,4,5,15967439.34,3193487.87,466067.07,220
TRANSFER,0,9,5,9,31538305.67,3504256.19,637041.94,221
CASH_OUT,0,9,5,9,31538305.67,3504256.19,637041.94,221
TRANSFER,0,9,6,5,15397727.34,3079545.47,1087253.26,222
CASH_OUT,0,9,6,5,15397727.34,3079545.47,1087253.26,222
TRANSFER,0,9,7,6,21158026.62,3526337.77,614397.83,223
CASH_OUT,0,9,7,6,21158026.62,3526337.77,614397.83,223
TRANSFER,0,9,8,11,32161038.14,2923730.74,355683.08,224
CASH_OUT,0,9,8,11,32161038.14,2923730.74,355683.08,224
TRANSFER,0,9,9,9,40815909.41,4535101.05,592317.37,225
CASH_OUT,0,9,9,9,40815909.41,4535101.05,592317.37,225
TRANSFER,0,9,10,13,37752636.88,2904048.99,351638.99,226
CASH_OUT,0,9,10,13,37752636.88,2904048.99,351638.99,226
TRANSFER,0,9,11,11,39955893.94,3632353.99,431129.34,227
CASH_OUT,0,9,11,11,39955893.94,3632353.99,431129.34,227
CASH_IN,0,9,12,2787,404256643.09,145050.82,1530.95,228
PAYMENT,0,9,12,1828,17897675.01,9790.85,134.76,228
DEBIT,0,9,12,358,1897094.19,5299.15,200.55,228
TRANSFER,0,9,12,409,418245134.50,1022604.24,38508.29,228
CASH_OUT,0,9,12,2200,313017764.26,142280.80,4911.72,228
CASH_IN,0,9,13,5570,819763845.45,147174.84,1121.40,229
PAYMENT,0,9,13,3328,32132506.44,9655.20,95.27,229
DEBIT,0,9,13,616,4426301.30,7185.55,209.16,229
TRANSFER,0,9,13,765,880975972.57,1151602.58,29578.42,229
CASH_OUT,0,9,13,3591,512531966.07,142726.81,2950.52,229
CASH_IN,0,9,14,2217,329253136.45,148512.92,1770.11,230
PAYMENT,0,9,14,1406,12675190.45,9015.07,134.18,230
DEBIT,0,9,14,291,1360566.03,4675.48,210.35,230
TRANSFER,0,9,14,298,396281911.00,1329805.07,59078.26,230
CASH_OUT,0,9,14,1930,285599103.59,147978.81,6632.23,230
CASH_IN,0,9,15,13736,1982420008.92,144322.95,700.23,231
PAYMENT,0,9,15,8068,75142781.13,9313.68,58.50,231
DEBIT,0,9,15,1592,10258388.78,6443.71,113.41,231
TRANSFER,0,9,15,2058,2328421838.93,1131400.31,17268.03,231
CASH_OUT,0,9,15,8813,1178676490.44,133742.94,1329.63,231
CASH_IN,0,9,16,25191,3655534727.68,145112.73,511.80,232
PAYMENT,0,9,16,14368,134038596.36,9328.97,45.07,232
DEBIT,0,9,16,2814,25267872.71,8979.34,121.88,232
TRANSFER,0,9,16,3645,4477503641.43,1228396.06,14276.06,232
CASH_OUT,0,9,16,15656,2020541178.28,129058.58,848.10,232
TRANSFER,0,9,17,14,52720741.29,3765767.24,540327.56,233
CASH_OUT,0,9,17,13,52720721.29,4055440.10,486402.03,233
CASH_IN,0,9,18,35026,4961207250.17,141643.56,427.52,234
PAYMENT,0,9,18,20030,190799876.44,9525.71,39.70,234
DEBIT,0,9,18,4096,32032633.29,7820.47,87.80,234
TRANSFER,0,9,18,5577,6616226311.13,1186341.46,11015.34,234
CASH_OUT,0,9,18,22081,2707568728.39,122619.84,639.90,234
CASH_IN,0,9,19,54756,7706071926.22,140734.75,341.22,235
PAYMENT,0,9,19,31702,317721380.53,10022.12,33.20,235
DEBIT,0,9,19,6301,56779725.27,9011.22,79.75,235
TRANSFER,0,9,19,7987,9880684194.08,1237095.80,9595.98,235
CASH_OUT,0,9,19,33238,4093539044.15,123158.40,520.52,235
